ID,Responded Campaign,Owns Multiple Phone Numbers,Average text messages (90 day period)
3197,Dual SIM,Y,1718
3204,Dual SIM,Y,1728
3207,Dual SIM,Y,1023
3209,Dual SIM,N,1778
3223,Dual SIM,Y,1701
3281,Dual SIM,Y,2043
3285,Dual SIM,Y,1067
3295,Dual SIM,Y,1846
3303,Dual SIM,N,775
3308,Dual SIM,N,1304
3315,Dual SIM,Y,1378
3321,Dual SIM,Y,1590
3347,Dual SIM,Y,1888
3379,Dual SIM,Y,1737
3401,Dual SIM,Y,1876
3411,Dual SIM,Y,1307
3420,Dual SIM,Y,1577
3433,Dual SIM,Y,2123
3439,Dual SIM,Y,1716
3454,Dual SIM,Y,1557
3480,Dual SIM,N,1888
3481,Dual SIM,Y,1611
3522,Dual SIM,Y,1839
3523,Dual SIM,N,1612
3547,Dual SIM,Y,1115
3551,Dual SIM,N,157
3552,Dual SIM,Y,1322
3565,Dual SIM,Y,1152
3582,Dual SIM,Y,1834
3628,Dual SIM,Y,1246
3632,Dual SIM,Y,1359
3643,Dual SIM,Y,1267
3653,Dual SIM,Y,1872
3658,Dual SIM,Y,1404
3659,Dual SIM,Y,1350
3679,Dual SIM,N,1760
3690,Dual SIM,N,1747
3692,Dual SIM,N,1734
3697,Dual SIM,Y,1758
3698,Dual SIM,Y,2044
3718,Dual SIM,Y,1718
3723,Dual SIM,N,1529
3725,Dual SIM,Y,238
3739,Dual SIM,N,1874
3749,Dual SIM,Y,1631
3757,Dual SIM,Y,1240
3776,Dual SIM,Y,1520
3779,Dual SIM,N,295
3794,Dual SIM,Y,1849
3805,Dual SIM,Y,1141
65,Kids Tablet,Y,1308
75,Kids Tablet,Y,1290
78,Kids Tablet,N,1304
80,Kids Tablet,N,404
81,Kids Tablet,N,1830
88,Kids Tablet,N,224
94,Kids Tablet,N,1328
97,Kids Tablet,N,1123
108,Kids Tablet,N,515
111,Kids Tablet,N,1270
121,Kids Tablet,N,1943
124,Kids Tablet,N,1884
130,Kids Tablet,N,1535
138,Kids Tablet,N,1307
203,Kids Tablet,N,1581
209,Kids Tablet,N,111
231,Kids Tablet,N,1654
234,Kids Tablet,N,1549
242,Kids Tablet,N,1555
254,Kids Tablet,N,1533
255,Kids Tablet,N,2064
260,Kids Tablet,N,1767
261,Kids Tablet,N,1833
266,Kids Tablet,N,1042
267,Kids Tablet,N,1793
270,Kids Tablet,N,2337
283,Kids Tablet,N,1541
286,Kids Tablet,N,1279
289,Kids Tablet,N,1260
329,Kids Tablet,N,1002
331,Kids Tablet,N,2206
386,Kids Tablet,N,1520
388,Kids Tablet,N,1076
401,Kids Tablet,N,1299
427,Kids Tablet,N,
440,Kids Tablet,N,
455,Kids Tablet,N,1839
458,Kids Tablet,N,1520
468,Kids Tablet,N,1346
476,Kids Tablet,N,1544
494,Kids Tablet,N,1276
495,Kids Tablet,N,2296
498,Kids Tablet,N,1745
499,Kids Tablet,N,1044
530,Kids Tablet,N,1958
533,Kids Tablet,N,397
535,Kids Tablet,N,1518
536,Kids Tablet,N,1650
547,Kids Tablet,N,1756
548,Kids Tablet,N,1228
575,Kids Tablet,N,1704
583,Kids Tablet,N,1829
585,Kids Tablet,N,1731
586,Kids Tablet,N,1709
598,Kids Tablet,N,745
609,Kids Tablet,N,1797
620,Kids Tablet,N,2488
621,Kids Tablet,N,1405
632,Kids Tablet,N,1588
660,Kids Tablet,N,2026
670,Kids Tablet,N,1291
672,Kids Tablet,N,2667
673,Kids Tablet,N,1318
710,Kids Tablet,N,1385
740,Kids Tablet,N,1155
743,Kids Tablet,N,1230
744,Kids Tablet,N,1724
751,Kids Tablet,N,1593
752,Kids Tablet,N,1047
753,Kids Tablet,N,1396
792,Kids Tablet,N,1756
795,Kids Tablet,N,1433
796,Kids Tablet,N,1570
818,Kids Tablet,N,1430
820,Kids Tablet,N,1574
821,Kids Tablet,N,2390
824,Kids Tablet,N,2493
825,Kids Tablet,N,2246
845,Kids Tablet,N,1481
846,Kids Tablet,N,1838
847,Kids Tablet,N,1358
849,Kids Tablet,N,1645
867,Kids Tablet,N,163
868,Kids Tablet,N,1551
870,Kids Tablet,N,1769
882,Kids Tablet,N,1774
901,Kids Tablet,N,1124
904,Kids Tablet,N,1545
906,Kids Tablet,N,1665
938,Kids Tablet,N,1740
940,Kids Tablet,N,2582
948,Kids Tablet,N,2006
975,Kids Tablet,N,934
977,Kids Tablet,N,648
978,Kids Tablet,N,1283
989,Kids Tablet,N,1649
996,Kids Tablet,N,1567
1008,Kids Tablet,N,1839
1020,Kids Tablet,N,1152
1021,Kids Tablet,N,1320
1046,Kids Tablet,N,1966
1047,Kids Tablet,N,986
1066,Kids Tablet,N,1840
1079,Kids Tablet,N,1499
1085,Kids Tablet,N,1875
1089,Kids Tablet,N,1854
1112,Kids Tablet,N,1885
1113,Kids Tablet,N,1469
1127,Kids Tablet,N,1624
1141,Kids Tablet,N,1205
1151,Kids Tablet,N,2170
1171,Kids Tablet,N,1306
1172,Kids Tablet,N,1575
1206,Kids Tablet,N,1400
1216,Kids Tablet,N,1576
1242,Kids Tablet,N,1667
1244,Kids Tablet,N,1982
1245,Kids Tablet,N,2354
1253,Kids Tablet,N,1372
1255,Kids Tablet,N,680
1257,Kids Tablet,N,1706
1260,Kids Tablet,N,1360
1277,Kids Tablet,N,560
1280,Kids Tablet,N,1630
1281,Kids Tablet,N,2581
1290,Kids Tablet,N,1510
1291,Kids Tablet,N,2089
1292,Kids Tablet,N,1359
1294,Kids Tablet,N,1247
1297,Kids Tablet,N,1815
1298,Kids Tablet,N,
1302,Kids Tablet,N,1464
1304,Kids Tablet,N,2254
1328,Kids Tablet,N,1904
1330,Kids Tablet,N,648
1373,Kids Tablet,N,1860
1374,Kids Tablet,N,1685
1379,Kids Tablet,N,1865
1382,Kids Tablet,N,1738
1396,Kids Tablet,N,1503
1407,Kids Tablet,N,1874
1408,Kids Tablet,N,1807
1410,Kids Tablet,N,1722
1415,Kids Tablet,N,1341
1416,Kids Tablet,N,1329
1418,Kids Tablet,N,1631
1438,Kids Tablet,N,1621
1450,Kids Tablet,N,1687
1465,Kids Tablet,N,2374
1466,Kids Tablet,N,1924
1468,Kids Tablet,N,2277
1469,Kids Tablet,N,2223
1479,Kids Tablet,N,2544
1480,Kids Tablet,N,1519
1578,Kids Tablet,N,2262
1589,Kids Tablet,N,1886
1610,Kids Tablet,N,1897
1613,Kids Tablet,N,1811
1623,Kids Tablet,N,1590
1640,Kids Tablet,N,1750
1644,Kids Tablet,N,2115
1656,Kids Tablet,N,1271
1755,Kids Tablet,N,1897
1757,Kids Tablet,N,1934
1760,Kids Tablet,N,1604
1764,Kids Tablet,N,1507
1765,Kids Tablet,N,1136
1778,Kids Tablet,N,1170
1785,Kids Tablet,N,1754
1786,Kids Tablet,N,1842
1791,Kids Tablet,N,1900
1817,Kids Tablet,N,2027
1826,Kids Tablet,N,1090
1827,Kids Tablet,N,1253
1831,Kids Tablet,N,1192
1845,Kids Tablet,N,1213
1851,Kids Tablet,N,2224
1856,Kids Tablet,N,1882
1868,Kids Tablet,N,1019
1870,Kids Tablet,N,1320
1879,Kids Tablet,N,1511
1885,Kids Tablet,N,2135
1887,Kids Tablet,N,1842
2024,Kids Tablet,N,102
2027,Kids Tablet,N,1845
2029,Kids Tablet,N,1802
2032,Kids Tablet,N,1268
2034,Kids Tablet,N,1745
2044,Kids Tablet,Y,1256
2052,Kids Tablet,Y,1300
2057,Kids Tablet,Y,1848
2064,Kids Tablet,N,1189
2068,Kids Tablet,Y,1244
2071,Kids Tablet,N,1665
2102,Kids Tablet,N,2678
2104,Kids Tablet,N,1977
2117,Kids Tablet,Y,1567
2140,Kids Tablet,Y,1285
2149,Kids Tablet,Y,1581
2151,Kids Tablet,Y,1274
2159,Kids Tablet,Y,1894
2168,Kids Tablet,Y,1315
2205,Kids Tablet,Y,1649
2215,Kids Tablet,N,1830
2216,Kids Tablet,Y,1848
2221,Kids Tablet,N,1565
2254,Kids Tablet,Y,1767
2255,Kids Tablet,N,577
2290,Kids Tablet,Y,1048
2291,Kids Tablet,Y,1015
2304,Kids Tablet,Y,1883
2315,Kids Tablet,N,1813
2326,Kids Tablet,Y,1830
2327,Kids Tablet,Y,1326
2353,Kids Tablet,Y,1727
2356,Kids Tablet,N,1972
2359,Kids Tablet,Y,1600
2362,Kids Tablet,N,1427
2403,Kids Tablet,Y,1303
2404,Kids Tablet,N,2261
2417,Kids Tablet,N,1930
2419,Kids Tablet,Y,1320
2424,Kids Tablet,N,635
2431,Kids Tablet,Y,1605
2434,Kids Tablet,N,1915
2443,Kids Tablet,Y,1800
2445,Kids Tablet,Y,1834
2454,Kids Tablet,Y,1200
2458,Kids Tablet,Y,1885
2467,Kids Tablet,Y,1658
2470,Kids Tablet,N,1544
2494,Kids Tablet,N,2302
2499,Kids Tablet,N,1528
2501,Kids Tablet,Y,1302
2516,Kids Tablet,Y,1580
2517,Kids Tablet,N,2657
2520,Kids Tablet,Y,1567
2539,Kids Tablet,N,1388
2542,Kids Tablet,Y,1597
2545,Kids Tablet,Y,1730
2550,Kids Tablet,N,1832
2551,Kids Tablet,N,1226
2615,Kids Tablet,N,2024
2616,Kids Tablet,Y,1630
2618,Kids Tablet,N,1834
2619,Kids Tablet,Y,1618
2636,Kids Tablet,N,1627
2637,Kids Tablet,Y,1579
2644,Kids Tablet,Y,1093
2658,Kids Tablet,N,2300
2661,Kids Tablet,N,2116
2667,Kids Tablet,N,959
2668,Kids Tablet,Y,1308
2718,Kids Tablet,Y,1814
2730,Kids Tablet,N,2056
2735,Kids Tablet,N,1994
2750,Kids Tablet,N,667
2751,Kids Tablet,N,2656
2773,Kids Tablet,N,2088
2774,Kids Tablet,N,2526
2775,Kids Tablet,Y,1678
2780,Kids Tablet,Y,1464
2783,Kids Tablet,N,2086
2820,Kids Tablet,N,1610
2829,Kids Tablet,N,1655
2833,Kids Tablet,N,1827
2834,Kids Tablet,Y,1768
2850,Kids Tablet,N,1562
2853,Kids Tablet,Y,1506
2855,Kids Tablet,Y,1475
2856,Kids Tablet,Y,1270
2857,Kids Tablet,Y,1325
2865,Kids Tablet,N,817
2866,Kids Tablet,Y,1074
2924,Kids Tablet,Y,1289
2930,Kids Tablet,Y,1203
2931,Kids Tablet,Y,1435
2975,Kids Tablet,Y,1706
2981,Kids Tablet,Y,1347
2988,Kids Tablet,N,1744
3015,Kids Tablet,N,2311
3041,Kids Tablet,Y,1359
3047,Kids Tablet,N,1934
3051,Kids Tablet,N,1645
3058,Kids Tablet,N,1799
3059,Kids Tablet,N,616
3064,Kids Tablet,Y,1561
3077,Kids Tablet,Y,1225
3105,Kids Tablet,Y,1661
3106,Kids Tablet,N,2498
3108,Kids Tablet,N,1118
3114,Kids Tablet,N,1515
3118,Kids Tablet,Y,1641
3125,Kids Tablet,N,1793
3130,Kids Tablet,N,1970
3161,Kids Tablet,N,624
3165,Kids Tablet,N,2286
3166,Kids Tablet,Y,1258
3169,Kids Tablet,N,2483
3170,Kids Tablet,Y,1587
3175,Kids Tablet,Y,1117
3237,Kids Tablet,Y,1687
3239,Kids Tablet,N,2048
3244,Kids Tablet,Y,1593
3280,Kids Tablet,Y,1784
3291,Kids Tablet,N,937
3294,Kids Tablet,Y,1756
3300,Kids Tablet,Y,1447
3301,Kids Tablet,Y,1258
3302,Kids Tablet,N,1876
3310,Kids Tablet,N,699
3327,Kids Tablet,N,2588
3367,Kids Tablet,Y,1711
3369,Kids Tablet,N,2637
3374,Kids Tablet,N,1893
3382,Kids Tablet,Y,1674
3384,Kids Tablet,Y,1653
3415,Kids Tablet,Y,1335
3419,Kids Tablet,N,728
3423,Kids Tablet,Y,1443
3425,Kids Tablet,Y,1069
3434,Kids Tablet,N,2255
3438,Kids Tablet,Y,1260
3453,Kids Tablet,N,1888
3456,Kids Tablet,N,1771
3463,Kids Tablet,Y,1558
3483,Kids Tablet,Y,1627
3486,Kids Tablet,N,1938
3516,Kids Tablet,Y,1535
3524,Kids Tablet,Y,1859
3527,Kids Tablet,Y,1522
3532,Kids Tablet,Y,1238
3572,Kids Tablet,N,584
3573,Kids Tablet,N,1204
3587,Kids Tablet,N,2389
3596,Kids Tablet,N,536
3602,Kids Tablet,N,1029
3607,Kids Tablet,Y,1473
3611,Kids Tablet,Y,1818
3613,Kids Tablet,N,2018
3649,Kids Tablet,Y,1169
3655,Kids Tablet,Y,1300
3657,Kids Tablet,N,2432
3662,Kids Tablet,Y,1508
3687,Kids Tablet,N,1484
3688,Kids Tablet,Y,1345
3689,Kids Tablet,N,1488
3694,Kids Tablet,Y,1227
3695,Kids Tablet,Y,1132
3696,Kids Tablet,N,2036
3730,Kids Tablet,N,1874
3747,Kids Tablet,N,168
3752,Kids Tablet,N,2316
3771,Kids Tablet,Y,1880
3773,Kids Tablet,Y,1397
3782,Kids Tablet,Y,1667
3784,Kids Tablet,N,2631
3785,Kids Tablet,Y,1549
11,Large Display,Y,1849
40,Large Display,N,1720
48,Large Display,N,1370
85,Large Display,N,2125
87,Large Display,N,1591
114,Large Display,N,1623
120,Large Display,N,1896
158,Large Display,N,1911
160,Large Display,N,1472
213,Large Display,N,2344
225,Large Display,N,1093
243,Large Display,N,1259
246,Large Display,N,1415
249,Large Display,N,1896
280,Large Display,N,1878
281,Large Display,N,1600
304,Large Display,N,2371
305,Large Display,N,1367
306,Large Display,N,1864
308,Large Display,N,2434
309,Large Display,N,2460
315,Large Display,N,1881
320,Large Display,N,1164
332,Large Display,N,1253
334,Large Display,N,1333
343,Large Display,N,1128
349,Large Display,N,1749
355,Large Display,N,1556
361,Large Display,N,1215
375,Large Display,N,2121
408,Large Display,N,1826
419,Large Display,N,1801
441,Large Display,N,2286
445,Large Display,N,2043
446,Large Display,N,2275
450,Large Display,N,2360
481,Large Display,N,1746
484,Large Display,N,1887
488,Large Display,N,2172
504,Large Display,N,1074
508,Large Display,N,1362
509,Large Display,N,1117
510,Large Display,N,1350
518,Large Display,N,1909
549,Large Display,N,405
554,Large Display,N,2310
557,Large Display,N,1513
566,Large Display,N,1260
601,Large Display,N,1289
607,Large Display,N,1013
608,Large Display,N,1875
636,Large Display,N,2142
647,Large Display,N,1838
651,Large Display,N,1295
656,Large Display,N,1868
686,Large Display,N,1355
693,Large Display,N,1216
703,Large Display,N,1566
704,Large Display,N,1500
706,Large Display,N,1595
707,Large Display,N,1664
726,Large Display,N,2057
730,Large Display,N,1749
731,Large Display,N,1152
736,Large Display,N,1453
748,Large Display,N,1745
749,Large Display,N,2450
778,Large Display,N,2139
784,Large Display,N,2095
788,Large Display,N,1816
798,Large Display,N,1818
801,Large Display,N,1177
802,Large Display,N,1302
807,Large Display,N,1355
816,Large Display,N,1448
840,Large Display,N,1127
841,Large Display,N,1129
843,Large Display,N,1550
844,Large Display,N,2258
851,Large Display,N,2651
857,Large Display,N,1255
862,Large Display,N,1758
884,Large Display,N,2623
886,Large Display,N,1878
889,Large Display,N,2004
894,Large Display,N,1508
895,Large Display,N,1809
897,Large Display,N,1665
919,Large Display,N,1570
930,Large Display,N,1586
933,Large Display,N,2092
935,Large Display,N,1178
936,Large Display,N,1679
950,Large Display,N,1969
952,Large Display,N,365
953,Large Display,N,2440
954,Large Display,N,2441
968,Large Display,N,1514
973,Large Display,N,1573
974,Large Display,N,1570
980,Large Display,N,1046
983,Large Display,N,1736
986,Large Display,N,1303
988,Large Display,N,1721
1012,Large Display,N,1317
1016,Large Display,N,1513
1017,Large Display,N,1182
1032,Large Display,N,1799
1041,Large Display,N,1517
1045,Large Display,N,2611
1069,Large Display,N,2571
1072,Large Display,N,1713
1073,Large Display,N,1516
1078,Large Display,N,1850
1092,Large Display,N,1563
1097,Large Display,N,1634
1098,Large Display,N,1670
1101,Large Display,N,1556
1103,Large Display,N,1281
1104,Large Display,N,1278
1107,Large Display,N,1817
1110,Large Display,N,1572
1120,Large Display,N,1065
1157,Large Display,N,2330
1160,Large Display,N,1609
1166,Large Display,N,1536
1178,Large Display,N,1035
1185,Large Display,N,1947
1198,Large Display,N,1452
1205,Large Display,N,1885
1230,Large Display,N,1763
1231,Large Display,N,2069
1233,Large Display,N,1739
1238,Large Display,N,1697
1246,Large Display,N,1883
1248,Large Display,N,1524
1266,Large Display,N,1489
1267,Large Display,N,1181
1271,Large Display,N,1781
1282,Large Display,N,1597
1284,Large Display,N,1290
1285,Large Display,N,1450
1300,Large Display,N,2672
1301,Large Display,N,1363
1307,Large Display,N,1471
1317,Large Display,N,1259
1320,Large Display,N,1046
1321,Large Display,N,1224
1358,Large Display,N,1510
1363,Large Display,N,1114
1384,Large Display,N,1762
1387,Large Display,N,1884
1431,Large Display,N,1748
1432,Large Display,N,1383
1487,Large Display,N,1661
1491,Large Display,N,1355
1493,Large Display,N,1235
1496,Large Display,N,1642
1503,Large Display,N,1197
1508,Large Display,N,570
1516,Large Display,N,2666
1518,Large Display,N,1191
1521,Large Display,N,1086
1522,Large Display,N,1720
1523,Large Display,N,2277
1524,Large Display,N,1815
1529,Large Display,N,909
1530,Large Display,N,1279
1544,Large Display,N,2566
1547,Large Display,N,1696
1553,Large Display,N,2514
1572,Large Display,N,1892
1574,Large Display,N,1041
1596,Large Display,N,1238
1597,Large Display,N,1525
1598,Large Display,N,1999
1604,Large Display,N,1891
1625,Large Display,N,955
1626,Large Display,N,1897
1630,Large Display,N,1828
1657,Large Display,N,1705
1660,Large Display,N,1216
1672,Large Display,N,1617
1678,Large Display,N,615
1684,Large Display,N,1353
1696,Large Display,N,1558
1697,Large Display,N,1242
1702,Large Display,N,2139
1705,Large Display,N,2029
1714,Large Display,N,1321
1717,Large Display,N,1345
1727,Large Display,N,2570
1728,Large Display,N,2283
1731,Large Display,N,1574
1737,Large Display,N,1883
1743,Large Display,N,1544
1749,Large Display,N,1737
1782,Large Display,N,1416
1783,Large Display,N,1094
1796,Large Display,N,1240
1797,Large Display,N,1577
1812,Large Display,N,2406
1815,Large Display,N,283
1890,Large Display,N,1881
1894,Large Display,N,1631
1897,Large Display,N,1898
1899,Large Display,N,676
1910,Large Display,N,1579
1915,Large Display,N,1070
1919,Large Display,N,1866
1925,Large Display,N,1505
1927,Large Display,N,1435
1930,Large Display,N,1010
1934,Large Display,N,1819
1937,Large Display,N,1791
1941,Large Display,N,1875
1954,Large Display,N,1653
1958,Large Display,N,1509
1962,Large Display,N,1875
1963,Large Display,N,1702
1964,Large Display,N,2435
1980,Large Display,N,2285
1991,Large Display,N,1023
1992,Large Display,N,2591
1998,Large Display,N,1809
1999,Large Display,N,1315
2008,Large Display,N,1161
2011,Large Display,N,1763
2014,Large Display,N,2667
2030,Large Display,N,1836
2036,Large Display,N,1337
2040,Large Display,Y,1899
2042,Large Display,Y,1533
2056,Large Display,Y,1485
2082,Large Display,Y,1563
2084,Large Display,Y,1876
2097,Large Display,Y,1544
2098,Large Display,Y,1305
2101,Large Display,Y,1539
2123,Large Display,Y,1310
2132,Large Display,Y,1518
2134,Large Display,Y,1598
2135,Large Display,N,1994
2181,Large Display,Y,1898
2183,Large Display,Y,1026
2184,Large Display,N,2002
2186,Large Display,N,2280
2189,Large Display,Y,1384
2191,Large Display,N,2328
2222,Large Display,N,2466
2225,Large Display,N,1795
2233,Large Display,N,812
2240,Large Display,N,1767
2243,Large Display,N,2302
2252,Large Display,Y,1764
2253,Large Display,N,1788
2257,Large Display,N,1738
2259,Large Display,N,1088
2261,Large Display,N,1823
2273,Large Display,Y,1523
2282,Large Display,N,304
2289,Large Display,Y,1171
2305,Large Display,N,2292
2307,Large Display,N,208
2308,Large Display,N,2217
2328,Large Display,Y,1564
2331,Large Display,N,530
2342,Large Display,Y,1432
2347,Large Display,Y,1525
2352,Large Display,N,2440
2367,Large Display,Y,1484
2371,Large Display,Y,1876
2383,Large Display,N,1318
2392,Large Display,Y,1018
2401,Large Display,Y,1601
2427,Large Display,N,719
2428,Large Display,Y,1846
2473,Large Display,Y,1367
2474,Large Display,Y,1736
2480,Large Display,N,1542
2486,Large Display,Y,1612
2490,Large Display,N,1554
2502,Large Display,N,550
2503,Large Display,N,1750
2505,Large Display,N,1818
2526,Large Display,Y,1841
2530,Large Display,N,1968
2533,Large Display,Y,1053
2546,Large Display,Y,1275
2549,Large Display,Y,1005
2556,Large Display,Y,1252
2563,Large Display,Y,1118
2570,Large Display,Y,1812
2573,Large Display,N,2309
2581,Large Display,Y,1211
2591,Large Display,N,2190
2596,Large Display,Y,1376
2598,Large Display,N,2572
2600,Large Display,Y,1295
2601,Large Display,N,1105
2603,Large Display,Y,1501
2605,Large Display,Y,1224
2606,Large Display,Y,1083
2608,Large Display,Y,1226
2611,Large Display,N,2638
2613,Large Display,N,1468
2630,Large Display,N,2123
2632,Large Display,N,406
2635,Large Display,Y,1081
2645,Large Display,Y,1788
2648,Large Display,N,1842
2653,Large Display,Y,1514
2666,Large Display,Y,1461
2678,Large Display,N,2407
2680,Large Display,Y,1424
2681,Large Display,N,1996
2685,Large Display,Y,1577
2688,Large Display,Y,1676
2689,Large Display,Y,1685
2696,Large Display,N,2292
2701,Large Display,N,2541
2704,Large Display,N,2374
2708,Large Display,Y,1830
2728,Large Display,N,1561
2733,Large Display,N,2355
2734,Large Display,N,1615
2738,Large Display,N,2086
2746,Large Display,N,818
2747,Large Display,N,2231
2749,Large Display,N,2130
2752,Large Display,N,2290
2761,Large Display,N,2377
2764,Large Display,Y,1246
2770,Large Display,Y,1647
2787,Large Display,N,1611
2790,Large Display,Y,1102
2794,Large Display,N,2556
2798,Large Display,Y,1704
2799,Large Display,N,2236
2804,Large Display,N,2405
2838,Large Display,N,2015
2839,Large Display,N,2049
2840,Large Display,N,1114
2841,Large Display,N,235
2867,Large Display,Y,1471
2868,Large Display,Y,1577
2874,Large Display,Y,1528
2875,Large Display,Y,1277
2881,Large Display,N,2241
2894,Large Display,N,232
2896,Large Display,Y,1804
2900,Large Display,Y,1021
2901,Large Display,Y,1571
2909,Large Display,Y,1552
2911,Large Display,Y,1386
2912,Large Display,N,2059
2917,Large Display,Y,1061
2921,Large Display,Y,1848
2923,Large Display,Y,1018
2944,Large Display,Y,1458
2952,Large Display,Y,1609
2953,Large Display,Y,1777
2960,Large Display,N,2405
2966,Large Display,Y,1710
2968,Large Display,N,793
2972,Large Display,Y,1834
2994,Large Display,N,2220
2995,Large Display,Y,1783
2999,Large Display,N,1955
3013,Large Display,N,1140
3014,Large Display,N,1738
3017,Large Display,N,2125
3024,Large Display,Y,1281
3028,Large Display,Y,1471
3034,Large Display,Y,1707
3035,Large Display,N,1834
3036,Large Display,Y,1506
3039,Large Display,Y,1785
3082,Large Display,N,2449
3083,Large Display,N,2502
3084,Large Display,N,1487
3089,Large Display,Y,1382
3092,Large Display,N,1573
3119,Large Display,Y,1205
3135,Large Display,Y,1780
3140,Large Display,Y,1899
3145,Large Display,Y,1447
3155,Large Display,Y,1261
3158,Large Display,Y,1432
3177,Large Display,Y,1219
3179,Large Display,Y,1708
3183,Large Display,Y,1553
3195,Large Display,Y,1524
3206,Large Display,N,1701
3210,Large Display,Y,1688
3225,Large Display,Y,1482
3251,Large Display,N,1753
3261,Large Display,Y,1645
3268,Large Display,N,2147
3269,Large Display,Y,1193
3278,Large Display,Y,1662
3296,Large Display,N,2134
3311,Large Display,Y,1090
3312,Large Display,Y,1131
3349,Large Display,Y,1706
3350,Large Display,N,2503
3355,Large Display,Y,1353
3358,Large Display,N,681
3363,Large Display,Y,1591
3396,Large Display,Y,1350
3399,Large Display,Y,1108
3402,Large Display,Y,1256
3405,Large Display,N,436
3412,Large Display,Y,1451
3413,Large Display,N,2384
3427,Large Display,Y,1614
3430,Large Display,N,2398
3432,Large Display,Y,1372
3487,Large Display,N,1603
3488,Large Display,Y,1830
3503,Large Display,N,1453
3512,Large Display,N,2120
3513,Large Display,Y,1077
3544,Large Display,N,2374
3545,Large Display,Y,1298
3546,Large Display,N,2185
3550,Large Display,Y,1505
3555,Large Display,Y,1469
3556,Large Display,Y,1153
3571,Large Display,N,1767
3618,Large Display,N,1962
3626,Large Display,Y,1582
3631,Large Display,N,2324
3640,Large Display,Y,1010
3641,Large Display,Y,1576
3644,Large Display,N,1707
3664,Large Display,N,2081
3668,Large Display,Y,1728
3671,Large Display,Y,1348
3672,Large Display,N,1318
3683,Large Display,N,1306
3686,Large Display,Y,1815
3704,Large Display,Y,1853
3705,Large Display,Y,1021
3707,Large Display,Y,1254
3713,Large Display,Y,1510
3714,Large Display,N,1417
3715,Large Display,N,1505
3722,Large Display,Y,1114
3727,Large Display,Y,1427
3767,Large Display,N,1725
3769,Large Display,N,1990
3790,Large Display,N,2474
3795,Large Display,Y,1055
3798,Large Display,N,1450
3801,Large Display,Y,1100
3803,Large Display,N,1174
3806,Large Display,Y,1746
3808,Large Display,N,2576
3811,Large Display,Y,1615
3822,Large Display,N,2074
21,More Storage,N,1864
23,More Storage,N,1541
24,More Storage,N,1864
45,More Storage,N,1886
73,More Storage,N,1657
74,More Storage,N,1267
110,More Storage,N,611
127,More Storage,N,1653
295,More Storage,N,1528
302,More Storage,N,1525
431,More Storage,N,2116
438,More Storage,N,1811
471,More Storage,N,1114
589,More Storage,N,1241
734,More Storage,N,1514
772,More Storage,N,1278
834,More Storage,N,1073
850,More Storage,N,1401
855,More Storage,N,1083
858,More Storage,N,1566
987,More Storage,N,1719
1006,More Storage,N,1577
1116,More Storage,N,1775
1119,More Storage,N,1282
1268,More Storage,N,2103
1293,More Storage,N,1813
1332,More Storage,N,1719
1356,More Storage,N,1610
1385,More Storage,N,1343
1453,More Storage,N,2639
1767,More Storage,N,1311
1803,More Storage,N,2047
1821,More Storage,N,1571
1824,More Storage,N,1168
1825,More Storage,N,1525
1846,More Storage,N,1656
1849,More Storage,N,2054
1863,More Storage,N,1003
2363,More Storage,Y,1239
2366,More Storage,Y,1865
2504,More Storage,Y,1652
2509,More Storage,N,2104
2528,More Storage,Y,1720
2777,More Storage,Y,1172
2789,More Storage,Y,1638
3156,More Storage,N,2048
3167,More Storage,Y,1187
3174,More Storage,Y,1219
3279,More Storage,N,1591
3450,More Storage,N,2063
3485,More Storage,Y,1289
3495,More Storage,N,1783
3497,More Storage,N,1818
3498,More Storage,Y,1127
3505,More Storage,Y,1862
3508,More Storage,N,2494
3525,More Storage,N,1832
3526,More Storage,N,1949
3529,More Storage,Y,1182
3535,More Storage,N,1589
3538,More Storage,Y,1735
3539,More Storage,N,1621
3540,More Storage,N,2402
3541,More Storage,Y,1897
3542,More Storage,Y,1011
3554,More Storage,Y,1045
3559,More Storage,Y,1112
3566,More Storage,Y,1531
3569,More Storage,Y,1686
3570,More Storage,N,2554
3577,More Storage,Y,1284
3580,More Storage,N,1270
3591,More Storage,Y,1538
3592,More Storage,Y,1599
3593,More Storage,Y,1759
3594,More Storage,N,2567
3599,More Storage,Y,1368
3603,More Storage,Y,1132
3606,More Storage,Y,1798
3623,More Storage,Y,1767
3633,More Storage,Y,1518
3645,More Storage,Y,1719
3667,More Storage,N,1409
3674,More Storage,Y,1345
3700,More Storage,N,1719
3706,More Storage,Y,1259
3710,More Storage,N,1725
38,Windows Phone,N,1779
79,Windows Phone,N,1388
83,Windows Phone,Y,1625
84,Windows Phone,N,2302
169,Windows Phone,N,1004
174,Windows Phone,N,1740
191,Windows Phone,N,1211
198,Windows Phone,N,1717
205,Windows Phone,N,2068
229,Windows Phone,N,1283
264,Windows Phone,N,1850
273,Windows Phone,N,1788
338,Windows Phone,N,2439
353,Windows Phone,N,1896
354,Windows Phone,N,1042
356,Windows Phone,N,1654
374,Windows Phone,N,2286
385,Windows Phone,N,1333
404,Windows Phone,N,1798
429,Windows Phone,N,1241
436,Windows Phone,N,2111
444,Windows Phone,N,2018
462,Windows Phone,N,356
505,Windows Phone,N,1435
534,Windows Phone,N,1713
